n,k,output,accuracy,f1score
35,2,acute_toxic,1.0,1.0
35,2,health_hazard,1.0,1.0
35,2,flammable,0.9978438173807068,0.9945068067828995
35,3,corrosive,0.9956872304519032,0.9888835186080231
35,3,environmental_hazard,0.9990624414025877,0.9976679104477612
35,3,acute_toxic,1.0,1.0
35,3,health_hazard,1.0,1.0
35,3,flammable,0.9969060566285393,0.9921334922526818
36,1,corrosive,0.9973750820286866,0.9934823091247672
36,1,environmental_hazard,0.9994375175775757,0.9985652797704447
36,1,acute_toxic,1.0,1.0
36,1,health_hazard,1.0,1.0
36,1,flammable,0.9979375644511109,0.9947569113441372
36,2,corrosive,0.9970938408174744,0.99251026818072
36,2,environmental_hazard,0.9985937939439392,0.9965269738365362
36,2,acute_toxic,1.0,1.0
36,2,health_hazard,1.0,1.0
36,2,flammable,0.9948439111277773,0.9868389566882029
36,3,corrosive,0.9964372773298331,0.9911131898971001
36,3,environmental_hazard,0.9977498593662104,0.9943635509628934
36,3,acute_toxic,0.9998124882805175,0.9995340167753961
36,3,health_hazard,1.0,1.0
36,3,flammable,0.9983123945246578,0.9958601655933763
37,1,corrosive,0.9965313583950501,0.9912961656080922
37,1,environmental_hazard,0.9990625292959595,0.9976292081555239
37,1,acute_toxic,1.0,1.0
37,1,health_hazard,1.0,1.0
37,1,flammable,0.9956876347614138,0.9892372484791764
37,2,corrosive,0.9985937939439392,0.9964945080626314
37,2,environmental_hazard,0.9994375175775757,0.9985888993414863
37,2,acute_toxic,1.0,1.0
37,2,health_hazard,1.0,1.0
37,2,flammable,0.9969063466766663,0.9921109251733206
37,3,corrosive,0.9975623476467279,0.9938006676204101
37,3,environmental_hazard,0.9992499531220701,0.9981438515081207
37,3,acute_toxic,1.0,1.0
37,3,health_hazard,1.0,1.0
37,3,flammable,0.996812300768798,0.9920262664165104
38,1,corrosive,0.9965313583950501,0.9913813184253436
38,1,environmental_hazard,0.9985937939439392,0.9965429822539755
38,1,acute_toxic,0.9999062529295959,0.9997672794973237
38,1,health_hazard,1.0,1.0
38,1,flammable,0.9970938408174744,0.992488490428883
38,2,corrosive,0.9967188525358582,0.9917238117758336
38,2,environmental_hazard,0.9993437705071716,0.9983225497244189
38,2,acute_toxic,0.9998125058591919,0.9995283018867924
38,2,health_hazard,1.0,1.0
38,2,flammable,0.9972813349582825,0.9933225880727607
38,3,corrosive,0.9969060566285393,0.9920958083832335
38,3,environmental_hazard,0.9991561972623288,0.9978878197606196
38,3,acute_toxic,1.0,1.0
38,3,health_hazard,1.0,1.0
38,3,flammable,0.9976561035064692,0.9941355852685902
39,1,corrosive,0.9968125996062623,0.9919354838709677
39,1,environmental_hazard,0.9987812880847473,0.9969704031694244
39,1,acute_toxic,1.0,1.0
39,1,health_hazard,1.0,1.0
39,1,flammable,0.9972813349582825,0.9930935937127887
39,2,corrosive,0.9969063466766663,0.9924120487468383
39,2,environmental_hazard,0.9992500234367676,0.9981369352585002
39,2,acute_toxic,1.0,1.0
39,2,health_hazard,1.0,1.0
